Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature Table
------------------------------

nFrames = 50, nFeatures = 150

feature |          frame
      8 | (2619.0,1306.0)=37068 (2619.0,1306.0)=    0 (2619.1,1306.0)=    0 (2619.1,1306.0)=    0 (2619.1,1306.0)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
      9 | (2979.0,1430.0)=36643 (2979.0,1430.0)=    0 (2979.0,1429.9)=    0 (2979.0,1429.9)=    0 (2979.1,1429.9)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     10 | (2097.0,1714.0)=36466 (2097.0,1714.0)=    0 (2097.1,1714.0)=    0 (2097.1,1714.0)=    0 (2097.1,1713.9)=    0 (2097.1,1713.9)=    0 (2097.2,1713.9)=    0 (2097.1,1713.9)=    0 (2097.1,1713.9)=    0 (2097.1,1713.9)=    0 (2097.1,1713.9)=    0 (2097.1,1713.9)=    0 (2097.1,1713.8)=    0 (2097.1,1713.8)=    0 (2097.1,1713.8)=    0 (2097.1,1713.8)=    0 (2097.1,1713.8)=    0 (2097.2,1713.7)=    0 (2097.2,1713.7)=    0 (2097.2,1713.6)=    0 (2097.2,1713.6)=    0 (2097.2,1713.6)=    0 (2097.2,1713.6)=    0 (2097.2,1713.6)=    0 (2097.2,1713.5)=    0 (2097.2,1713.5)=    0 (2097.2,1713.5)=    0 (2097.2,1713.5)=    0 (2097.2,1713.5)=    0 (2097.2,1713.5)=    0 (2097.2,1713.6)=    0 (2097.2,1713.6)=    0 (2097.2,1713.5)=    0 (2097.2,1713.5)=    0 (2097.3,1713.5)=    0 (2097.3,1713.6)=    0 (2097.3,1713.6)=    0 (2097.3,1713.6)=    0 (2097.4,1713.7)=    0 (2097.3,1713.6)=    0 (2097.3,1713.6)=    0 (2097.3,1713.7)=    0 (2097.3,1713.6)=    0 (2097.3,1713.7)=    0 (2097.2,1713.7)=    0 (2097.2,1713.7)=    0 (2097.2,1713.7)=    0 (2097.2,1713.7)=    0 (2097.2,1713.8)=    0 (2097.1,1713.8)=    0 
     11 | (1358.0,1170.0)=35704 (1358.1,1169.9)=    0 (1358.1,1169.9)=    0 (1358.1,1169.9)=    0 (1358.1,1169.8)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     12 | (2625.0,1713.0)=35465 (2625.0,1713.0)=    0 (2625.0,1713.0)=    0 (2625.1,1712.9)=    0 (2625.1,1712.9)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     13 | (2468.0,1746.0)=35409 (2468.0,1746.0)=    0 (2468.0,1746.0)=    0 (2468.0,1746.0)=    0 (2467.9,1746.0)=    0 (2467.8,1746.0)=    0 (2467.8,1746.0)=    0 (2467.7,1746.0)=    0 (2467.7,1745.9)=    0 (2467.7,1745.9)=    0 (2467.7,1745.9)=    0 (2467.7,1745.9)=    0 (2467.7,1745.7)=    0 (2467.7,1745.8)=    0 (2467.7,1745.8)=    0 (2467.7,1745.8)=    0 (2467.8,1745.8)=    0 (2467.7,1745.7)=    0 (2467.7,1745.6)=    0 (2467.8,1745.5)=    0 (2467.8,1745.5)=    0 (2467.8,1745.5)=    0 (2467.9,1745.4)=    0 (2467.9,1745.4)=    0 (2467.9,1745.4)=    0 (2467.9,1745.4)=    0 (2467.9,1745.3)=    0 (2467.9,1745.4)=    0 (2467.8,1745.4)=    0 (2467.8,1745.4)=    0 (2467.8,1745.4)=    0 (2467.8,1745.4)=    0 (2467.9,1745.4)=    0 (2467.8,1745.4)=    0 (2467.9,1745.5)=    0 (2467.9,1745.5)=    0 (2467.9,1745.5)=    0 (2467.9,1745.6)=    0 (2468.0,1745.6)=    0 (2468.0,1745.6)=    0 (2468.0,1745.6)=    0 (2468.0,1745.6)=    0 (2468.0,1745.6)=    0 (2468.0,1745.6)=    0 (2468.0,1745.6)=    0 (2468.0,1745.6)=    0 (2467.9,1745.7)=    0 (2467.9,1745.7)=    0 (2467.9,1745.8)=    0 (2467.9,1745.8)=    0 
     14 | (2536.0,1713.0)=35288 (2536.0,1713.0)=    0 (2536.0,1712.9)=    0 (2536.1,1712.9)=    0 (2536.1,1712.9)=    0 (2536.1,1712.8)=    0 (2536.1,1712.8)=    0 (2536.1,1712.8)=    0 (2536.1,1712.8)=    0 (2536.1,1712.8)=    0 (2536.1,1712.8)=    0 (2536.1,1712.8)=    0 (2536.1,1712.7)=    0 (2536.1,1712.7)=    0 (2536.1,1712.8)=    0 (2536.1,1712.7)=    0 (2536.1,1712.7)=    0 (2536.1,1712.7)=    0 (2536.2,1712.7)=    0 (2536.2,1712.4)=    0 (2536.2,1712.5)=    0 (2536.2,1712.5)=    0 (2536.2,1712.5)=    0 (2536.2,1712.5)=    0 (2536.2,1712.5)=    0 (2536.2,1712.5)=    0 (2536.2,1712.5)=    0 (2536.3,1712.5)=    0 (2536.2,1712.5)=    0 (2536.3,1712.6)=    0 (2536.3,1712.7)=    0 (2536.3,1712.5)=    0 (2536.4,1712.5)=    0 (2536.4,1712.5)=    0 (2536.3,1712.5)=    0 (2536.4,1712.6)=    0 (2536.5,1712.6)=    0 (2536.5,1712.6)=    0 (2536.6,1712.6)=    0 (2536.6,1712.6)=    0 (2536.6,1712.6)=    0 (2536.6,1712.6)=    0 (2536.6,1712.6)=    0 (2536.6,1712.6)=    0 (2536.6,1712.6)=    0 (2536.6,1712.6)=    0 (2536.6,1712.6)=    0 (2536.5,1712.6)=    0 (2536.5,1712.7)=    0 (2536.4,1712.7)=    0 
     15 | (763.0,1243.0)=34795 (763.0,1242.9)=    0 (763.0,1242.8)=    0 (763.0,1242.8)=    0 (763.0,1242.8)=    0 (762.9,1242.8)=    0 (763.0,1242.7)=    0 (762.9,1242.7)=    0 (762.9,1242.7)=    0 (762.8,1242.7)=    0 (762.8,1242.7)=    0 (762.8,1242.7)=    0 (762.8,1242.7)=    0 (762.8,1242.7)=    0 (762.8,1242.7)=    0 (762.8,1242.7)=    0 (762.8,1242.7)=    0 (762.8,1242.7)=    0 (762.8,1242.7)=    0 (762.8,1242.6)=    0 (762.8,1242.5)=    0 (762.8,1242.5)=    0 (762.8,1242.5)=    0 (762.7,1242.5)=    0 (762.7,1242.5)=    0 (762.7,1242.4)=    0 (762.7,1242.4)=    0 (762.6,1242.5)=    0 (762.6,1242.5)=    0 (762.5,1242.5)=    0 (762.4,1242.5)=    0 (762.4,1242.4)=    0 (762.4,1242.4)=    0 (762.4,1242.4)=    0 (762.4,1242.4)=    0 (762.4,1242.4)=    0 (762.5,1242.4)=    0 (762.5,1242.5)=    0 (762.6,1242.5)=    0 (762.5,1242.5)=    0 (762.5,1242.5)=    0 (762.5,1242.6)=    0 (762.4,1242.6)=    0 (762.3,1242.6)=    0 (762.3,1242.5)=    0 (762.2,1242.5)=    0 (762.1,1242.5)=    0 (762.1,1242.5)=    0 (762.0,1242.5)=    0 (761.9,1242.5)=    0 
     16 | (2287.0,1305.0)=34511 (2287.0,1305.0)=    0 (2287.0,1305.0)=    0 (2287.0,1305.0)=    0 (2287.1,1304.9)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     17 | (2498.0,1459.0)=34405 (2498.2,1459.7)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     18 | (2977.0,1624.0)=34397 (2977.0,1624.0)=    0 (2977.0,1623.9)=    0 (2977.1,1623.9)=    0 (2977.1,1623.9)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     19 | (1747.0,1647.0)=34223 (1747.1,1646.9)=    0 (1747.1,1646.9)=    0 (1747.1,1646.9)=    0 (1747.1,1646.9)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     20 | (2978.0,1356.0)=33444 (2978.0,1356.0)=    0 (2978.0,1356.0)=    0 (2978.0,1355.9)=    0 (2978.0,1355.9)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     21 | (2450.0,1713.0)=33389 (2450.0,1712.9)=    0 (2450.1,1712.9)=    0 (2450.1,1712.9)=    0 (2450.1,1712.8)=    0 (2450.0,1712.9)=    0 (2450.0,1712.9)=    0 (2449.9,1712.8)=    0 (2449.9,1712.8)=    0 (2449.9,1712.8)=    0 (2449.9,1712.9)=    0 (2449.9,1712.8)=    0 (2449.9,1712.8)=    0 (2449.9,1712.8)=    0 (2449.8,1712.8)=    0 (2450.1,1712.8)=    0 (2450.1,1712.8)=    0 (2450.1,1712.8)=    0 (2450.1,1712.8)=    0 (2450.1,1712.6)=    0 (2450.1,1712.6)=    0 (2450.1,1712.6)=    0 (2450.1,1712.6)=    0 (2450.1,1712.6)=    0 (2450.1,1712.6)=    0 (2450.1,1712.6)=    0 (2450.2,1712.6)=    0 (2450.2,1712.6)=    0 (2450.2,1712.6)=    0 (2450.2,1712.6)=    0 (2450.1,1712.6)=    0 (2450.2,1712.6)=    0 (2450.2,1712.6)=    0 (2450.2,1712.6)=    0 (2450.3,1712.6)=    0 (2450.4,1712.7)=    0 (2450.3,1712.7)=    0 (2450.2,1712.7)=    0 (2450.3,1712.7)=    0 (2450.2,1712.7)=    0 (2450.3,1712.7)=    0 (2450.3,1712.7)=    0 (2450.4,1712.7)=    0 (2450.4,1712.8)=    0 (2450.4,1712.7)=    0 (2450.3,1712.8)=    0 (2450.3,1712.8)=    0 (2450.3,1712.8)=    0 (2450.3,1712.8)=    0 (2450.2,1712.9)=    0 
     22 | (2275.0,1713.0)=33018 (2275.0,1713.0)=    0 (2275.1,1712.9)=    0 (2275.1,1712.9)=    0 (2275.1,1712.9)=    0 (2275.2,1712.9)=    0 (2275.2,1712.9)=    0 (2275.1,1712.9)=    0 (2275.1,1712.9)=    0 (2275.1,1712.8)=    0 (2275.2,1712.8)=    0 (2275.1,1712.8)=    0 (2275.1,1712.8)=    0 (2275.1,1712.8)=    0 (2275.1,1712.8)=    0 (2275.2,1712.8)=    0 (2275.3,1712.7)=    0 (2275.3,1712.6)=    0 (2275.4,1712.6)=    0 (2275.3,1712.5)=    0 (2275.3,1712.5)=    0 (2275.3,1712.5)=    0 (2275.3,1712.5)=    0 (2275.3,1712.4)=    0 (2275.3,1712.4)=    0 (2275.3,1712.4)=    0 (2275.3,1712.4)=    0 (2275.3,1712.4)=    0 (2275.3,1712.4)=    0 (2275.3,1712.5)=    0 (2275.3,1712.6)=    0 (2275.4,1712.4)=    0 (2275.4,1712.5)=    0 (2275.3,1712.4)=    0 (2275.2,1712.4)=    0 (2275.3,1712.5)=    0 (2275.4,1712.5)=    0 (2275.4,1712.5)=    0 (2275.5,1712.5)=    0 (2275.4,1712.5)=    0 (2275.4,1712.5)=    0 (2275.4,1712.5)=    0 (2275.5,1712.5)=    0 (2275.5,1712.5)=    0 (2275.5,1712.5)=    0 (2275.4,1712.6)=    0 (2275.3,1712.6)=    0 (2275.3,1712.6)=    0 (2275.3,1712.7)=    0 (2275.3,1712.7)=    0 
     23 | (2980.0,1519.0)=32865 (2980.0,1519.0)=    0 (2980.0,1519.0)=    0 (2980.0,1518.9)=    0 (2980.0,1518.9)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     24 | (1749.0,1576.0)=32840 (1749.1,1575.9)=    0 (1749.1,1576.0)=    0 (1749.1,1575.9)=    0 (1749.1,1576.0)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
